"_id","_labels",":START_ID",":END_ID",":TYPE"
,,"10694","0","FOLLOWS"
,,"0","2323","FOLLOWS"
,,"2398","0","FOLLOWS"
,,"10695","0","FOLLOWS"
,,"0","10696","FOLLOWS"
,,"10697","0","FOLLOWS"
,,"0","10698","FOLLOWS"
,,"10699","0","FOLLOWS"
,,"2442","0","FOLLOWS"
,,"10700","0","FOLLOWS"
,,"0","10701","FOLLOWS"
,,"2448","0","FOLLOWS"
,,"0","10702","FOLLOWS"
,,"10703","0","FOLLOWS"
,,"0","10704","FOLLOWS"
,,"2457","0","FOLLOWS"
,,"0","10705","FOLLOWS"
,,"10706","0","FOLLOWS"
,,"0","10707","FOLLOWS"
,,"0","10708","FOLLOWS"
,,"10709","0","FOLLOWS"
,,"2459","0","FOLLOWS"
,,"0","10710","FOLLOWS"
,,"10711","0","FOLLOWS"
,,"0","4272","FOLLOWS"
,,"10712","0","FOLLOWS"
,,"0","10713","FOLLOWS"
,,"10714","0","FOLLOWS"
,,"0","10715","FOLLOWS"
,,"10716","0","FOLLOWS"
,,"0","10717","FOLLOWS"
,,"2462","0","FOLLOWS"
,,"0","10718","FOLLOWS"
,,"10719","0","FOLLOWS"
,,"10720","0","FOLLOWS"
,,"0","10721","FOLLOWS"
,,"10722","0","FOLLOWS"
,,"0","10723","FOLLOWS"
,,"10724","0","FOLLOWS"
,,"0","10725","FOLLOWS"
,,"2466","0","FOLLOWS"
,,"0","10726","FOLLOWS"
,,"10727","0","FOLLOWS"
,,"0","10728","FOLLOWS"
,,"10729","0","FOLLOWS"
,,"0","10730","FOLLOWS"
,,"10731","0","FOLLOWS"
,,"0","10732","FOLLOWS"
,,"2469","0","FOLLOWS"
,,"10733","0","FOLLOWS"
,,"0","10734","FOLLOWS"
,,"0","10735","FOLLOWS"
,,"10736","0","FOLLOWS"
,,"0","10737","FOLLOWS"
,,"10738","0","FOLLOWS"
,,"0","10739","FOLLOWS"
,,"10740","0","FOLLOWS"
,,"0","10741","FOLLOWS"
,,"10742","0","FOLLOWS"
,,"0","10743","FOLLOWS"
,,"10744","0","FOLLOWS"
,,"0","10745","FOLLOWS"
,,"10746","0","FOLLOWS"
,,"0","10747","FOLLOWS"
,,"10748","0","FOLLOWS"
,,"0","10749","FOLLOWS"
,,"10750","0","FOLLOWS"
,,"0","10751","FOLLOWS"
,,"10752","0","FOLLOWS"
,,"0","10753","FOLLOWS"
,,"10754","0","FOLLOWS"
,,"10755","0","FOLLOWS"
,,"0","10756","FOLLOWS"
,,"0","10757","FOLLOWS"
,,"10758","0","FOLLOWS"
,,"0","10759","FOLLOWS"
,,"10760","0","FOLLOWS"
,,"0","10761","FOLLOWS"
,,"10762","0","FOLLOWS"
,,"0","10763","FOLLOWS"
,,"10764","0","FOLLOWS"
,,"0","10765","FOLLOWS"
,,"2549","0","FOLLOWS"
,,"0","10766","FOLLOWS"
,,"2545","0","FOLLOWS"
,,"0","10767","FOLLOWS"
,,"10768","0","FOLLOWS"
,,"0","10769","FOLLOWS"
,,"2541","0","FOLLOWS"
,,"0","10770","FOLLOWS"
,,"10771","0","FOLLOWS"
,,"0","10772","FOLLOWS"
,,"2537","0","FOLLOWS"
,,"0","10773","FOLLOWS"
,,"10774","0","FOLLOWS"
,,"10775","0","FOLLOWS"
,,"0","10776","FOLLOWS"
,,"10777","0","FOLLOWS"
,,"0","10778","FOLLOWS"
,,"2533","0","FOLLOWS"
,,"0","10779","FOLLOWS"
,,"10780","0","FOLLOWS"
,,"0","10781","FOLLOWS"
,,"0","10782","FOLLOWS"
,,"10783","0","FOLLOWS"
,,"0","10784","FOLLOWS"
,,"10785","0","FOLLOWS"
,,"0","10786","FOLLOWS"
,,"2531","0","FOLLOWS"
,,"0","10787","FOLLOWS"
,,"10788","0","FOLLOWS"
,,"0","10789","FOLLOWS"
,,"2524","0","FOLLOWS"
,,"0","10790","FOLLOWS"
,,"10791","0","FOLLOWS"
,,"0","10792","FOLLOWS"
,,"10793","0","FOLLOWS"
,,"0","10794","FOLLOWS"
,,"0","10795","FOLLOWS"
,,"10796","0","FOLLOWS"
,,"0","10797","FOLLOWS"
,,"10798","0","FOLLOWS"
,,"0","10799","FOLLOWS"
,,"10800","0","FOLLOWS"
,,"0","10801","FOLLOWS"
,,"10802","0","FOLLOWS"
,,"0","10803","FOLLOWS"
,,"10804","0","FOLLOWS"
,,"0","10805","FOLLOWS"
,,"10806","0","FOLLOWS"
,,"0","10807","FOLLOWS"
,,"10808","0","FOLLOWS"
,,"0","10809","FOLLOWS"
,,"2519","0","FOLLOWS"
,,"0","10810","FOLLOWS"
,,"10811","0","FOLLOWS"
,,"0","10812","FOLLOWS"
,,"10813","0","FOLLOWS"
,,"0","10814","FOLLOWS"
,,"10815","0","FOLLOWS"
,,"0","10816","FOLLOWS"
,,"10817","0","FOLLOWS"
,,"0","10818","FOLLOWS"
,,"10819","0","FOLLOWS"
,,"0","10820","FOLLOWS"
,,"10821","0","FOLLOWS"
,,"0","10822","FOLLOWS"
,,"2516","0","FOLLOWS"
,,"0","10823","FOLLOWS"
,,"10824","0","FOLLOWS"
,,"0","10825","FOLLOWS"
,,"6988","0","FOLLOWS"
,,"0","10826","FOLLOWS"
,,"2510","0","FOLLOWS"
,,"0","10827","FOLLOWS"
,,"10828","0","FOLLOWS"
,,"0","10829","FOLLOWS"
,,"10830","0","FOLLOWS"
,,"0","10831","FOLLOWS"
,,"10832","0","FOLLOWS"
,,"0","10833","FOLLOWS"
,,"2507","0","FOLLOWS"
,,"0","10834","FOLLOWS"
,,"2503","0","FOLLOWS"
,,"0","10835","FOLLOWS"
,,"10836","0","FOLLOWS"
,,"2506","0","FOLLOWS"
,,"2495","0","FOLLOWS"
,,"10837","0","FOLLOWS"
,,"10838","0","FOLLOWS"
,,"10839","0","FOLLOWS"
,,"10840","0","FOLLOWS"
,,"0","10841","FOLLOWS"
,,"10842","0","FOLLOWS"
,,"0","10843","FOLLOWS"
,,"10844","0","FOLLOWS"
,,"0","10845","FOLLOWS"
,,"10846","0","FOLLOWS"
,,"0","10847","FOLLOWS"
,,"10848","0","FOLLOWS"
,,"0","10849","FOLLOWS"
,,"10850","0","FOLLOWS"
,,"0","10851","FOLLOWS"
,,"10852","0","FOLLOWS"
,,"10853","0","FOLLOWS"
,,"0","10854","FOLLOWS"
,,"2486","0","FOLLOWS"
,,"0","10855","FOLLOWS"
,,"10856","0","FOLLOWS"
,,"0","10857","FOLLOWS"
,,"10858","0","FOLLOWS"
,,"0","10859","FOLLOWS"
,,"2482","0","FOLLOWS"
,,"0","10860","FOLLOWS"
,,"0","10861","FOLLOWS"
,,"0","10862","FOLLOWS"
,,"0","10863","FOLLOWS"
,,"2478","0","FOLLOWS"
,,"0","10864","FOLLOWS"
,,"10865","0","FOLLOWS"
,,"0","3873","FOLLOWS"
,,"10866","0","FOLLOWS"
,,"0","10867","FOLLOWS"
,,"2475","0","FOLLOWS"
,,"0","10868","FOLLOWS"
,,"8061","0","FOLLOWS"
,,"0","10869","FOLLOWS"
,,"2472","0","FOLLOWS"
,,"0","10870","FOLLOWS"
,,"10871","0","FOLLOWS"
,,"0","10872","FOLLOWS"
,,"10873","0","FOLLOWS"
,,"0","10874","FOLLOWS"
,,"10875","0","FOLLOWS"
,,"0","10876","FOLLOWS"
,,"10877","0","FOLLOWS"
,,"0","1265","FOLLOWS"
,,"2735","0","FOLLOWS"
,,"0","10878","FOLLOWS"
,,"2731","0","FOLLOWS"
,,"0","10879","FOLLOWS"
,,"2728","0","FOLLOWS"
,,"0","10880","FOLLOWS"
,,"2724","0","FOLLOWS"
,,"0","10881","FOLLOWS"
,,"10882","0","FOLLOWS"
,,"0","10883","FOLLOWS"
,,"10884","0","FOLLOWS"
,,"0","10885","FOLLOWS"
,,"2721","0","FOLLOWS"
,,"0","10886","FOLLOWS"
,,"10887","0","FOLLOWS"
,,"0","10888","FOLLOWS"
,,"10889","0","FOLLOWS"
,,"0","10890","FOLLOWS"
,,"2719","0","FOLLOWS"
,,"0","10891","FOLLOWS"
,,"10892","0","FOLLOWS"
,,"0","10893","FOLLOWS"
,,"2716","0","FOLLOWS"
,,"0","10894","FOLLOWS"
,,"10895","0","FOLLOWS"
,,"0","10896","FOLLOWS"
,,"10897","0","FOLLOWS"
,,"10898","0","FOLLOWS"
,,"0","10899","FOLLOWS"
,,"2714","0","FOLLOWS"
,,"0","10900","FOLLOWS"
,,"10901","0","FOLLOWS"
,,"0","10902","FOLLOWS"
,,"0","10903","FOLLOWS"
,,"10904","0","FOLLOWS"
,,"0","10905","FOLLOWS"
,,"10906","0","FOLLOWS"
,,"0","10907","FOLLOWS"
,,"2712","0","FOLLOWS"
,,"0","10908","FOLLOWS"
,,"10909","0","FOLLOWS"
,,"0","10910","FOLLOWS"
,,"10911","0","FOLLOWS"
,,"0","10912","FOLLOWS"
,,"0","10913","FOLLOWS"
,,"10914","0","FOLLOWS"
,,"0","10915","FOLLOWS"
,,"10916","0","FOLLOWS"
,,"0","10917","FOLLOWS"
,,"2709","0","FOLLOWS"
,,"0","10918","FOLLOWS"
,,"10919","0","FOLLOWS"
,,"0","10920","FOLLOWS"
,,"0","10921","FOLLOWS"
,,"10922","0","FOLLOWS"
,,"0","10923","FOLLOWS"
,,"2706","0","FOLLOWS"
,,"0","10924","FOLLOWS"
,,"10925","0","FOLLOWS"
,,"10926","0","FOLLOWS"
,,"0","10927","FOLLOWS"
,,"0","10928","FOLLOWS"
,,"10929","0","FOLLOWS"
,,"0","10930","FOLLOWS"
,,"10931","0","FOLLOWS"
,,"0","10932","FOLLOWS"
,,"10933","0","FOLLOWS"
,,"0","10934","FOLLOWS"
,,"10935","0","FOLLOWS"
,,"0","10936","FOLLOWS"
,,"10937","0","FOLLOWS"
,,"0","10938","FOLLOWS"
,,"10939","0","FOLLOWS"
,,"0","10940","FOLLOWS"
,,"2698","0","FOLLOWS"
,,"0","10941","FOLLOWS"
,,"10942","0","FOLLOWS"
,,"0","10943","FOLLOWS"
,,"0","10944","FOLLOWS"
,,"10945","0","FOLLOWS"
,,"0","5546","FOLLOWS"
,,"10946","0","FOLLOWS"
,,"0","10947","FOLLOWS"
,,"0","10948","FOLLOWS"
,,"0","10949","FOLLOWS"
,,"0","10950","FOLLOWS"
,,"0","10951","FOLLOWS"
,,"0","10952","FOLLOWS"
,,"0","4197","FOLLOWS"
,,"0","6248","FOLLOWS"
,,"10953","0","FOLLOWS"
,,"0","1575","FOLLOWS"
,,"10954","0","FOLLOWS"
,,"0","10955","FOLLOWS"
,,"10956","0","FOLLOWS"
,,"0","10957","FOLLOWS"
,,"10958","0","FOLLOWS"
,,"0","10959","FOLLOWS"
,,"10960","0","FOLLOWS"
,,"0","10961","FOLLOWS"
,,"10962","0","FOLLOWS"
,,"0","10963","FOLLOWS"
,,"10964","0","FOLLOWS"
,,"0","10965","FOLLOWS"
,,"10966","0","FOLLOWS"
,,"0","10967","FOLLOWS"
,,"10968","0","FOLLOWS"
,,"0","10969","FOLLOWS"
,,"2695","0","FOLLOWS"
,,"0","10970","FOLLOWS"
,,"0","10972","FOLLOWS"
,,"10971","0","FOLLOWS"
,,"0","10973","FOLLOWS"
,,"10974","0","FOLLOWS"
,,"0","10975","FOLLOWS"
,,"10976","0","FOLLOWS"
,,"0","10978","FOLLOWS"
,,"10977","0","FOLLOWS"
,,"2692","0","FOLLOWS"
,,"0","10979","FOLLOWS"
,,"2754","0","FOLLOWS"
,,"0","10980","FOLLOWS"
,,"10981","0","FOLLOWS"
,,"0","10982","FOLLOWS"
,,"10983","0","FOLLOWS"
,,"0","3645","FOLLOWS"
,,"0","2837","FOLLOWS"
,,"10984","0","FOLLOWS"
,,"0","10985","FOLLOWS"
,,"2750","0","FOLLOWS"
,,"0","10986","FOLLOWS"
,,"10987","0","FOLLOWS"
,,"0","10988","FOLLOWS"
,,"10989","0","FOLLOWS"
,,"0","10990","FOLLOWS"
,,"10991","0","FOLLOWS"
,,"0","10992","FOLLOWS"
,,"2748","0","FOLLOWS"
,,"0","10993","FOLLOWS"
,,"10994","0","FOLLOWS"
,,"0","10995","FOLLOWS"
,,"0","10996","FOLLOWS"
,,"10997","0","FOLLOWS"
,,"10998","0","FOLLOWS"
,,"0","959","FOLLOWS"
,,"2743","0","FOLLOWS"
,,"0","10999","FOLLOWS"
,,"11000","0","FOLLOWS"
,,"0","11001","FOLLOWS"
,,"11002","0","FOLLOWS"
,,"0","11003","FOLLOWS"
,,"11004","0","FOLLOWS"
,,"0","11005","FOLLOWS"
,,"11006","0","FOLLOWS"
,,"0","11007","FOLLOWS"
,,"11008","0","FOLLOWS"
,,"0","11009","FOLLOWS"
,,"11010","0","FOLLOWS"
,,"0","11011","FOLLOWS"
,,"2739","0","FOLLOWS"
,,"0","11012","FOLLOWS"
,,"11013","0","FOLLOWS"
,,"0","11014","FOLLOWS"
,,"11015","0","FOLLOWS"
,,"0","11016","FOLLOWS"
,,"2688","0","FOLLOWS"
,,"0","11017","FOLLOWS"
,,"11018","0","FOLLOWS"
,,"0","11019","FOLLOWS"
,,"11020","0","FOLLOWS"
,,"0","11021","FOLLOWS"
,,"2686","0","FOLLOWS"
,,"0","11022","FOLLOWS"
,,"11023","0","FOLLOWS"
,,"0","11024","FOLLOWS"
,,"11025","0","FOLLOWS"
,,"0","11026","FOLLOWS"
,,"2683","0","FOLLOWS"
,,"0","11027","FOLLOWS"
,,"2679","0","FOLLOWS"
,,"0","11028","FOLLOWS"
,,"11029","0","FOLLOWS"
,,"0","11030","FOLLOWS"
,,"11031","0","FOLLOWS"
,,"0","11032","FOLLOWS"
,,"2674","0","FOLLOWS"
,,"0","11033","FOLLOWS"
,,"11034","0","FOLLOWS"
,,"0","11035","FOLLOWS"
,,"2663","0","FOLLOWS"
,,"0","11036","FOLLOWS"
,,"11037","0","FOLLOWS"
,,"0","11038","FOLLOWS"
,,"11039","0","FOLLOWS"
,,"0","11040","FOLLOWS"
,,"11041","0","FOLLOWS"
,,"0","11042","FOLLOWS"
,,"11043","0","FOLLOWS"
,,"11044","0","FOLLOWS"
,,"0","11045","FOLLOWS"
,,"11046","0","FOLLOWS"
,,"0","11047","FOLLOWS"
,,"11048","0","FOLLOWS"
,,"0","11049","FOLLOWS"
,,"0","11050","FOLLOWS"
,,"11051","0","FOLLOWS"
,,"0","11052","FOLLOWS"
,,"11053","0","FOLLOWS"
,,"0","11054","FOLLOWS"
,,"11055","0","FOLLOWS"
,,"0","11056","FOLLOWS"
,,"2660","0","FOLLOWS"
,,"0","11057","FOLLOWS"
,,"2655","0","FOLLOWS"
,,"0","11058","FOLLOWS"
,,"11059","0","FOLLOWS"
,,"0","11060","FOLLOWS"
,,"11061","0","FOLLOWS"
,,"2653","0","FOLLOWS"
,,"0","11062","FOLLOWS"
,,"2650","0","FOLLOWS"
,,"0","834","FOLLOWS"
,,"11063","0","FOLLOWS"
,,"0","11064","FOLLOWS"
,,"2646","0","FOLLOWS"
,,"0","11065","FOLLOWS"
,,"11066","0","FOLLOWS"
,,"0","11067","FOLLOWS"
,,"0","11068","FOLLOWS"
,,"11069","0","FOLLOWS"
,,"0","11070","FOLLOWS"
,,"11071","0","FOLLOWS"
,,"0","11072","FOLLOWS"
,,"11073","0","FOLLOWS"
,,"0","11074","FOLLOWS"
,,"11075","0","FOLLOWS"
,,"11076","0","FOLLOWS"
,,"0","11077","FOLLOWS"
,,"11078","0","FOLLOWS"
,,"0","11079","FOLLOWS"
,,"11080","0","FOLLOWS"
,,"0","11081","FOLLOWS"
,,"11082","0","FOLLOWS"
,,"0","11083","FOLLOWS"
,,"11084","0","FOLLOWS"
,,"0","11085","FOLLOWS"
,,"11086","0","FOLLOWS"
,,"0","6560","FOLLOWS"
,,"11087","0","FOLLOWS"
,,"0","11088","FOLLOWS"
,,"11089","0","FOLLOWS"
,,"0","11090","FOLLOWS"
,,"2634","0","FOLLOWS"
,,"0","11091","FOLLOWS"
,,"2640","0","FOLLOWS"
,,"2630","0","FOLLOWS"
,,"0","11092","FOLLOWS"
,,"2626","0","FOLLOWS"
,,"0","11093","FOLLOWS"
,,"11094","0","FOLLOWS"
,,"0","11095","FOLLOWS"
,,"2616","0","FOLLOWS"
,,"0","11096","FOLLOWS"
,,"2621","0","FOLLOWS"
,,"0","11097","FOLLOWS"
,,"2614","0","FOLLOWS"
,,"0","11098","FOLLOWS"
,,"11099","0","FOLLOWS"
,,"0","11100","FOLLOWS"
,,"2607","0","FOLLOWS"
,,"0","11101","FOLLOWS"
,,"11102","0","FOLLOWS"
,,"0","11103","FOLLOWS"
,,"11104","0","FOLLOWS"
,,"0","6328","FOLLOWS"
,,"11105","0","FOLLOWS"
,,"0","11106","FOLLOWS"
,,"2605","0","FOLLOWS"
,,"0","11107","FOLLOWS"
,,"2600","0","FOLLOWS"
,,"0","11108","FOLLOWS"
,,"11109","0","FOLLOWS"
,,"0","2637","FOLLOWS"
,,"2596","0","FOLLOWS"
,,"0","11110","FOLLOWS"
,,"11111","0","FOLLOWS"
,,"0","11112","FOLLOWS"
,,"11113","0","FOLLOWS"
,,"0","11114","FOLLOWS"
,,"11115","0","FOLLOWS"
,,"0","11116","FOLLOWS"
,,"2589","0","FOLLOWS"
,,"0","11117","FOLLOWS"
,,"11118","0","FOLLOWS"
,,"0","11119","FOLLOWS"
,,"11120","0","FOLLOWS"
,,"0","11121","FOLLOWS"
,,"11122","0","FOLLOWS"
,,"0","11123","FOLLOWS"
,,"11124","0","FOLLOWS"
,,"0","11125","FOLLOWS"
,,"2587","0","FOLLOWS"
,,"0","11126","FOLLOWS"
,,"11127","0","FOLLOWS"
,,"0","11128","FOLLOWS"
,,"11129","0","FOLLOWS"
,,"0","11130","FOLLOWS"
,,"2583","0","FOLLOWS"
,,"0","11131","FOLLOWS"
,,"11132","0","FOLLOWS"
,,"0","11133","FOLLOWS"
,,"11134","0","FOLLOWS"
,,"0","11135","FOLLOWS"
,,"11136","0","FOLLOWS"
,,"0","11137","FOLLOWS"
,,"11138","0","FOLLOWS"
,,"0","11139","FOLLOWS"
,,"11140","0","FOLLOWS"
,,"0","11141","FOLLOWS"
,,"11142","0","FOLLOWS"
,,"0","11143","FOLLOWS"
,,"11144","0","FOLLOWS"
,,"0","11145","FOLLOWS"
,,"11146","0","FOLLOWS"
,,"0","11147","FOLLOWS"
,,"11148","0","FOLLOWS"
,,"0","11149","FOLLOWS"
,,"11150","0","FOLLOWS"
,,"0","11151","FOLLOWS"
,,"11152","0","FOLLOWS"
,,"11153","0","FOLLOWS"
,,"0","11154","FOLLOWS"
,,"11155","0","FOLLOWS"
,,"0","11156","FOLLOWS"
,,"11157","0","FOLLOWS"
,,"0","11158","FOLLOWS"
,,"11159","0","FOLLOWS"
,,"0","11160","FOLLOWS"
,,"2579","0","FOLLOWS"
,,"0","11161","FOLLOWS"
,,"2572","0","FOLLOWS"
,,"0","11162","FOLLOWS"
,,"11163","0","FOLLOWS"
,,"0","11164","FOLLOWS"
,,"2567","0","FOLLOWS"
,,"0","8664","FOLLOWS"
,,"11165","0","FOLLOWS"
,,"0","11166","FOLLOWS"
,,"11167","0","FOLLOWS"
,,"0","4168","FOLLOWS"
,,"11168","0","FOLLOWS"
,,"0","11169","FOLLOWS"
,,"11170","0","FOLLOWS"
,,"0","11171","FOLLOWS"
,,"11172","0","FOLLOWS"
,,"0","11173","FOLLOWS"
,,"11174","0","FOLLOWS"
,,"0","11175","FOLLOWS"
,,"11176","0","FOLLOWS"
,,"0","11177","FOLLOWS"
,,"11178","0","FOLLOWS"
,,"0","11179","FOLLOWS"
,,"2563","0","FOLLOWS"
,,"0","11180","FOLLOWS"
,,"11181","0","FOLLOWS"
,,"0","8753","FOLLOWS"
,,"11182","0","FOLLOWS"
,,"0","11183","FOLLOWS"
,,"11184","0","FOLLOWS"
,,"0","11185","FOLLOWS"
,,"11186","0","FOLLOWS"
,,"11187","0","FOLLOWS"
,,"0","11188","FOLLOWS"
,,"2562","0","FOLLOWS"
,,"0","11189","FOLLOWS"
,,"11190","0","FOLLOWS"
,,"0","11191","FOLLOWS"
,,"11192","0","FOLLOWS"
,,"0","11193","FOLLOWS"
,,"11194","0","FOLLOWS"
,,"0","11195","FOLLOWS"
,,"11196","0","FOLLOWS"
,,"0","11197","FOLLOWS"
,,"11198","0","FOLLOWS"
,,"0","11199","FOLLOWS"
,,"11200","0","FOLLOWS"
,,"0","11201","FOLLOWS"
,,"11202","0","FOLLOWS"
,,"0","11203","FOLLOWS"
,,"11204","0","FOLLOWS"
,,"0","11205","FOLLOWS"
,,"11206","0","FOLLOWS"
,,"0","11207","FOLLOWS"
,,"11208","0","FOLLOWS"
,,"0","11209","FOLLOWS"
,,"11210","0","FOLLOWS"
,,"0","11211","FOLLOWS"
,,"11212","0","FOLLOWS"
,,"0","11213","FOLLOWS"
,,"11214","0","FOLLOWS"
,,"0","11215","FOLLOWS"
,,"11216","0","FOLLOWS"
,,"0","11217","FOLLOWS"
,,"11218","0","FOLLOWS"
,,"0","11219","FOLLOWS"
,,"2555","0","FOLLOWS"
,,"0","11220","FOLLOWS"
,,"0","1725","FOLLOWS"
,,"0","11221","FOLLOWS"
,,"0","11222","FOLLOWS"
,,"0","11223","FOLLOWS"
,,"0","11224","FOLLOWS"
,,"0","11225","FOLLOWS"
,,"0","11226","FOLLOWS"
,,"11227","0","FOLLOWS"
,,"0","11228","FOLLOWS"
,,"2553","0","FOLLOWS"
,,"0","11229","FOLLOWS"
,,"11230","0","FOLLOWS"
,,"0","11231","FOLLOWS"
,,"11232","0","FOLLOWS"
,,"0","4949","FOLLOWS"
,,"0","11233","FOLLOWS"
,,"11234","0","FOLLOWS"
,,"0","11235","FOLLOWS"
,,"11236","0","FOLLOWS"
,,"0","11237","FOLLOWS"
,,"11238","0","FOLLOWS"
,,"0","11239","FOLLOWS"
,,"11240","0","FOLLOWS"
,,"0","11241","FOLLOWS"
,,"11242","0","FOLLOWS"
,,"0","11243","FOLLOWS"
,,"11244","0","FOLLOWS"
,,"0","11245","FOLLOWS"
,,"11246","0","FOLLOWS"
,,"0","11247","FOLLOWS"
,,"11248","0","FOLLOWS"
,,"0","11249","FOLLOWS"
,,"11250","0","FOLLOWS"
,,"0","11251","FOLLOWS"
,,"11252","0","FOLLOWS"
,,"0","11253","FOLLOWS"
,,"11254","0","FOLLOWS"
,,"0","11255","FOLLOWS"
,,"11256","0","FOLLOWS"
,,"0","11257","FOLLOWS"
,,"11258","0","FOLLOWS"
,,"0","11259","FOLLOWS"
,,"11260","0","FOLLOWS"
,,"0","11261","FOLLOWS"
,,"11262","0","FOLLOWS"
,,"0","11263","FOLLOWS"
,,"11264","0","FOLLOWS"
,,"0","11265","FOLLOWS"
,,"11266","0","FOLLOWS"
,,"0","11267","FOLLOWS"
,,"11268","0","FOLLOWS"
,,"0","11269","FOLLOWS"
,,"11270","0","FOLLOWS"
,,"0","11271","FOLLOWS"
,,"11272","0","FOLLOWS"
,,"0","11273","FOLLOWS"
,,"11274","0","FOLLOWS"
,,"0","11275","FOLLOWS"
,,"2778","0","FOLLOWS"
,,"0","11276","FOLLOWS"
,,"11277","0","FOLLOWS"
,,"0","11278","FOLLOWS"
,,"11279","0","FOLLOWS"
,,"0","11280","FOLLOWS"
,,"2775","0","FOLLOWS"
,,"0","5296","FOLLOWS"
,,"11281","0","FOLLOWS"
,,"0","11282","FOLLOWS"
,,"2768","0","FOLLOWS"
,,"0","11283","FOLLOWS"
,,"11284","0","FOLLOWS"
,,"0","11285","FOLLOWS"
,,"2766","0","FOLLOWS"
,,"0","11286","FOLLOWS"
,,"11287","0","FOLLOWS"
,,"0","11288","FOLLOWS"
,,"11289","0","FOLLOWS"
,,"0","11290","FOLLOWS"
,,"11291","0","FOLLOWS"
,,"0","11292","FOLLOWS"
,,"11293","0","FOLLOWS"
,,"0","11294","FOLLOWS"
,,"11295","0","FOLLOWS"
,,"0","11296","FOLLOWS"
,,"11297","0","FOLLOWS"
,,"2763","0","FOLLOWS"
,,"0","11298","FOLLOWS"
,,"0","11299","FOLLOWS"
,,"11300","0","FOLLOWS"
,,"11301","0","FOLLOWS"
,,"0","11302","FOLLOWS"
,,"2948","0","FOLLOWS"
,,"0","11303","FOLLOWS"
,,"2945","0","FOLLOWS"
,,"0","11304","FOLLOWS"
,,"11305","0","FOLLOWS"
,,"0","11306","FOLLOWS"
,,"0","11307","FOLLOWS"
,,"2943","0","FOLLOWS"
,,"0","6491","FOLLOWS"
,,"11308","0","FOLLOWS"
,,"0","11309","FOLLOWS"
,,"11310","0","FOLLOWS"
,,"0","11311","FOLLOWS"
,,"11312","0","FOLLOWS"
,,"0","11313","FOLLOWS"
,,"2757","0","FOLLOWS"
,,"0","11314","FOLLOWS"
,,"11315","0","FOLLOWS"
,,"0","11316","FOLLOWS"
,,"2938","0","FOLLOWS"
,,"0","7933","FOLLOWS"
,,"2935","0","FOLLOWS"
,,"0","11317","FOLLOWS"
,,"11318","0","FOLLOWS"
,,"0","9322","FOLLOWS"
,,"2930","0","FOLLOWS"
,,"0","11319","FOLLOWS"
,,"11320","0","FOLLOWS"
,,"0","11321","FOLLOWS"
,,"11322","0","FOLLOWS"
,,"0","11323","FOLLOWS"
,,"2927","0","FOLLOWS"
,,"0","11324","FOLLOWS"
,,"11325","0","FOLLOWS"
,,"0","11326","FOLLOWS"
,,"11327","0","FOLLOWS"
,,"0","11328","FOLLOWS"
,,"11329","0","FOLLOWS"
,,"0","11330","FOLLOWS"
,,"11331","0","FOLLOWS"
,,"0","11332","FOLLOWS"
,,"11333","0","FOLLOWS"
,,"0","11334","FOLLOWS"
,,"11335","0","FOLLOWS"
,,"11336","0","FOLLOWS"
,,"11337","0","FOLLOWS"
,,"11338","0","FOLLOWS"
,,"11339","0","FOLLOWS"
,,"2924","0","FOLLOWS"
,,"11340","0","FOLLOWS"
,,"11341","0","FOLLOWS"
,,"0","11342","FOLLOWS"
,,"11343","0","FOLLOWS"
,,"0","11344","FOLLOWS"
,,"11345","0","FOLLOWS"
,,"0","11346","FOLLOWS"
,,"2919","0","FOLLOWS"
,,"0","2308","FOLLOWS"
,,"11347","0","FOLLOWS"
,,"0","11348","FOLLOWS"
,,"2916","0","FOLLOWS"
,,"0","11349","FOLLOWS"
,,"11350","0","FOLLOWS"
,,"0","11351","FOLLOWS"
,,"2911","0","FOLLOWS"
,,"0","11352","FOLLOWS"
,,"11353","0","FOLLOWS"
,,"0","11354","FOLLOWS"
,,"0","11355","FOLLOWS"
,,"11356","0","FOLLOWS"
,,"0","11358","FOLLOWS"
,,"11357","0","FOLLOWS"
,,"0","11359","FOLLOWS"
,,"11360","0","FOLLOWS"
,,"0","11361","FOLLOWS"
,,"11362","0","FOLLOWS"
,,"0","11363","FOLLOWS"
,,"11364","0","FOLLOWS"
,,"0","11365","FOLLOWS"
,,"2907","0","FOLLOWS"
,,"0","11366","FOLLOWS"
,,"2905","0","FOLLOWS"
,,"0","11367","FOLLOWS"
,,"11368","0","FOLLOWS"
,,"0","11369","FOLLOWS"
,,"11370","0","FOLLOWS"
,,"0","11371","FOLLOWS"
,,"11372","0","FOLLOWS"
,,"0","11373","FOLLOWS"
,,"0","11374","FOLLOWS"
,,"11375","0","FOLLOWS"
,,"0","11376","FOLLOWS"
,,"11377","0","FOLLOWS"
,,"0","11378","FOLLOWS"
,,"11379","0","FOLLOWS"
,,"0","11380","FOLLOWS"
,,"11381","0","FOLLOWS"
,,"0","11382","FOLLOWS"
,,"2902","0","FOLLOWS"
,,"0","11383","FOLLOWS"
,,"2897","0","FOLLOWS"
,,"0","11384","FOLLOWS"
,,"11385","0","FOLLOWS"
,,"0","11386","FOLLOWS"
,,"11387","0","FOLLOWS"
,,"0","11388","FOLLOWS"
,,"2893","0","FOLLOWS"
